Uvid,Manufacturer,Range,SubRange,Trim,Derivative,Series,RangeStartDate,RangeEndDate,BodyStyle,IsFacelift,Transmission,FuelType,Aspiration,EngineCapacity,PowerBhp,DriveType,GearCount,DoorCount,VehicleClass
A69911,Audi,A4 Avant,NULL,SE,1.8,B8,04/01/2011,31/03/2012,Estate,0,Manual,Petrol,Turbocharged,1798,118,FWD,6,5,Car
A69922,Audi,A5,NULL,Black Edition,1.8 TFSI,B8,04/01/2011,31/03/2012,Coupe,0,CVT,Petrol,Turbocharged,1798,158,FWD,8,2,Car
A69926,Audi,A5,NULL,Black Edition,2.0 TFSI,B8,04/01/2011,31/03/2012,Coupe,0,Manual,Diesel,Turbocharged,1984,208.11,FWD,6,2,Car
A69929,Audi,A5,NULL,Black Edition,2.7TDI,B8,04/01/2011,31/03/2012,Coupe,0,CVT,Diesel,Turbocharged,2698,187,FWD,8,2,Car
A69952,Audi,A5,NULL,Sport,2.7TD,B8,04/01/2011,31/03/2012,Coupe,0,CVT,Diesel,Turbocharged,2698,187,FWD,7,2,Car
A69957,Audi,A7,NULL,SE,2.8,MK1,04/01/2011,03/05/2012,Hatchback,0,Semi-Automatic,Petrol,Turbocharged,2773,201,4X4,7,5,Car
A69958,Audi,A7,NULL,SE,3,MK1,04/01/2011,03/05/2012,Hatchback,0,Semi-Automatic,Petrol,Turbocharged,2995,296,4X4,7,5,Car
A69978,Audi,TTS,NULL,Black Edition,2,AF,04/01/2011,31/03/2012,Convertible,0,Semi-Automatic,Petrol,Turbocharged,1984,268,4X4,6,2,Car
A70995,Audi,R8,NULL,GT,5.2,MK1,01/03/2011,31/08/2011,Coupe,0,Semi-Automatic,Petrol,Turbocharged,5204,552,4X4,6,2,Car
A71567,Audi,A3,NULL,NULL,2.0TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1968,168,FWD,6,5,Car
A71571,Audi,A3,NULL,Black Edition,2.0TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1968,138,FWD,6,3,Car
A71585,Audi,A3,NULL,SE,1.6TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1598,104,FWD,7,5,Car
A71622,Audi,A8,NULL,quattro SE,4.2,D4,01/04/2011,13/09/2012,Saloon,0,Automatic,Petrol,Naturally Aspirated,4163,367,4X4,8,4,Car
A71625,Audi,A8,NULL,quattro SE Executive,3.0TD,D4,01/04/2011,13/09/2012,Saloon,0,Automatic,Diesel,Turbocharged,2967,246,4X4,8,4,Car
A71628,Audi,Q5,NULL,NULL,2,B8,01/04/2011,03/05/2012,Estate,0,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A71641,Audi,R8,NULL,quattro,5.2,MK1,01/04/2011,03/05/2012,Coupe,0,Manual,Petrol,Turbocharged,5204,518,4X4,6,2,Car
A71568,Audi,A3,NULL,Black Edition,2,8P,01/04/2011,13/09/2012,Hatchback,1,Manual,Petrol,Turbocharged,1984,197,FWD,6,5,Car
A71570,Audi,A3,NULL,Black Edition,2,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1984,197,FWD,6,5,Car
A71572,Audi,A3,NULL,Black Edition,2.0TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1968,168,FWD,6,5,Car
A71575,Audi,A3,NULL,quattro S Line,2,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1984,197,4X4,6,5,Car
A71603,Audi,A4 Avant,NULL,S Line,2.0TD,B8,01/04/2011,31/03/2012,Estate,0,Manual,Diesel,Turbocharged,1968,134,FWD,6,5,Car
A71605,Audi,A5,NULL,NULL,2.0TD,B8,01/04/2011,31/08/2011,Hatchback,0,Manual,Diesel,Turbocharged,1968,168,4X4,6,5,Car
A71607,Audi,A5,NULL,S Line,2.0TD,B8,01/04/2011,31/08/2011,Hatchback,0,Manual,Diesel,Turbocharged,1968,168,4X4,6,5,Car
A71611,Audi,A6 Saloon,NULL,quattro S Line,3.0TD,C7,01/04/2011,31/10/2013,Saloon,0,Semi-Automatic,Diesel,Turbocharged,2967,242,4X4,7,4,Car
A71637,Audi,Q7,NULL,quattro S Line,3.0TD,7L,01/04/2011,30/04/2013,Estate,1,Automatic,Diesel,Turbocharged,2967,268,4X4,8,5,Car
A71644,Audi,R8,NULL,quattro Spyder,4.2,MK1,01/04/2011,31/12/2013,Convertible,0,Manual,Petrol,Turbocharged,4163,415,4X4,6,2,Car
A71646,Audi,R8,NULL,quattro Spyder,5.2,MK1,01/04/2011,03/05/2012,Convertible,0,Semi-Automatic,Petrol,Turbocharged,5204,518,4X4,6,2,Car
A71647,Audi,TT Coupe,NULL,RS,2.5,A5,01/04/2011,30/09/2013,Coupe,0,Manual,Petrol,Turbocharged,2480,335,4X4,6,3,Car
A71652,Audi,TT Roadster,NULL,S Line,2,8J,01/04/2011,30/09/2013,Convertible,0,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,6,2,Car
A71562,Audi,A3,NULL,NULL,1.6TD,8P,01/04/2011,13/09/2012,Hatchback,1,Manual,Diesel,Turbocharged,1598,104,FWD,5,3,Car
A71592,Audi,A3,NULL,Sport,2,8P,01/04/2011,13/09/2012,Hatchback,1,Manual,Petrol,Turbocharged,1984,197,FWD,6,5,Car
A71610,Audi,A6 Saloon,NULL,quattro S Line,3,C7,01/04/2011,03/05/2012,Saloon,0,Semi-Automatic,Petrol,Turbocharged,2995,296,4X4,7,4,Car
A71613,Audi,A6 Saloon,NULL,quattro SE,3.0TD,C7,01/04/2011,31/10/2013,Saloon,0,Semi-Automatic,Diesel,Turbocharged,2967,242,4X4,7,4,Car
A71630,Audi,Q5,NULL,S Line,2,B8,01/04/2011,03/05/2012,Estate,0,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A71631,Audi,Q5,NULL,S Line,2.0TD,B8,01/04/2011,03/05/2012,Estate,0,Semi-Automatic,Diesel,Turbocharged,1968,168,4X4,7,5,Car
A71632,Audi,Q5,NULL,S Line Special Edition,2,B8,01/04/2011,03/05/2012,Estate,0,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A71635,Audi,Q5,NULL,SE,2.0TD,B8,01/04/2011,03/05/2012,Estate,0,Semi-Automatic,Diesel,Turbocharged,1968,168,4X4,7,5,Car
A71640,Audi,R8,NULL,quattro,4.2,MK1,01/04/2011,03/05/2012,Coupe,0,Semi-Automatic,Petrol,Turbocharged,4163,415,4X4,6,2,Car
A71642,Audi,R8,NULL,quattro,5.2,MK1,01/04/2011,03/05/2012,Coupe,0,Semi-Automatic,Petrol,Turbocharged,5204,518,4X4,6,2,Car
A71645,Audi,R8,NULL,quattro Spyder,5.2,MK1,01/04/2011,03/05/2012,Convertible,0,Manual,Petrol,Turbocharged,5204,518,4X4,6,2,Car
A71563,Audi,A3,NULL,NULL,1.6TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1598,104,FWD,7,5,Car
A71573,Audi,A3,NULL,quattro Black Edition,2,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1984,197,4X4,6,3,Car
A71586,Audi,A3,NULL,SE,2,8P,01/04/2011,13/09/2012,Hatchback,1,Manual,Petrol,Turbocharged,1984,197,FWD,6,5,Car
A71598,Audi,A4 Avant,NULL,Black Edition,2.0TD,B8,01/04/2011,31/03/2012,Estate,0,Manual,Diesel,Turbocharged,1968,134,FWD,6,5,Car
A71600,Audi,A4 Avant,NULL,quattro Black Edition,2.0TD,B8,01/04/2011,31/03/2012,Estate,0,Manual,Diesel,Turbocharged,1968,168,4X4,6,5,Car
A71604,Audi,A5,NULL,NULL,2,B8,01/04/2011,31/08/2011,Hatchback,0,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A71615,Audi,A6 Saloon,NULL,S Line,2.0TD,C7,01/04/2011,31/10/2013,Saloon,0,Manual,Diesel,Turbocharged,1968,175,FWD,6,4,Car
A71621,Audi,A8,NULL,quattro SE,3.0TD,D4,01/04/2011,13/09/2012,Saloon,0,Automatic,Diesel,Turbocharged,2967,246,4X4,8,4,Car
A71623,Audi,A8,NULL,quattro SE,4.2TD,D4,01/04/2011,13/09/2012,Saloon,0,Automatic,Diesel,Turbocharged,4134,345,4X4,8,4,Car
A71636,Audi,Q7,NULL,quattro,3.0TD,7L,01/04/2011,30/04/2013,Estate,1,Automatic,Diesel,Turbocharged,2967,268,4X4,8,5,Car
A71643,Audi,R8,NULL,quattro Spyder,4.2,MK1,01/04/2011,03/05/2012,Convertible,0,Semi-Automatic,Petrol,Turbocharged,4163,415,4X4,6,2,Car
A71653,Audi,TT Roadster,NULL,S Line,2.0TD,8J,01/04/2011,31/03/2012,Convertible,0,Manual,Diesel,Turbocharged,1968,168,4X4,6,2,Car
A71564,Audi,A3,NULL,NULL,2,8P,01/04/2011,13/09/2012,Hatchback,1,Manual,Petrol,Turbocharged,1984,197,FWD,6,5,Car
A71574,Audi,A3,NULL,quattro S Line,2,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1984,197,4X4,6,3,Car
A71576,Audi,A3,NULL,quattro Sport,2,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1984,197,4X4,6,3,Car
A71580,Audi,A3,NULL,S Line,2,8P,01/04/2011,13/09/2012,Hatchback,1,Manual,Petrol,Turbocharged,1984,197,FWD,6,5,Car
A71588,Audi,A3,NULL,SE,2.0TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1968,138,FWD,6,5,Car
A71589,Audi,A3,NULL,SE,2.0TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1968,168,FWD,6,5,Car
A71602,Audi,A4 Avant,NULL,quattro Technik,2.0TD,B8,01/04/2011,31/03/2012,Estate,0,Manual,Diesel,Turbocharged,1968,168,4X4,6,5,Car
A71608,Audi,A5,NULL,SE,2,B8,01/04/2011,31/08/2011,Hatchback,0,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A71618,Audi,A6 Saloon,NULL,SE,2.0TD,C7,01/04/2011,23/02/2014,Saloon,0,CVT,Diesel,Turbocharged,1968,175,FWD,8,4,Car
A71627,Audi,A8,NULL,quattro SE Executive,4.2TD,D4,01/04/2011,13/09/2012,Saloon,0,Automatic,Diesel,Turbocharged,4134,345,4X4,8,4,Car
A71639,Audi,Q7,NULL,quattro SE,3.0TD,7L,01/04/2011,30/04/2013,Estate,1,Automatic,Diesel,Turbocharged,2967,268,4X4,8,5,Car
A71654,Audi,TT Roadster,NULL,Sport,2,8J,01/04/2011,03/05/2012,Convertible,0,Manual,Petrol,Turbocharged,1984,208,FWD,6,2,Car
A71578,Audi,A3,NULL,S Line,1.4,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1390,123,FWD,7,5,Car
A71582,Audi,A3,NULL,S Line,2.0TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1968,138,FWD,6,3,Car
A71583,Audi,A3,NULL,S Line,2.0TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1968,138,FWD,6,5,Car
A71587,Audi,A3,NULL,SE,2.0TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1968,138,FWD,6,3,Car
A71591,Audi,A3,NULL,Sport,1.6TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1598,104,FWD,7,5,Car
A71594,Audi,A3,NULL,Sport,2.0TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1968,138,FWD,6,3,Car
A71599,Audi,A4 Avant,NULL,Black Edition,2.0TD,B8,01/04/2011,31/03/2012,Estate,0,Manual,Diesel,Turbocharged,1968,168,FWD,6,5,Car
A71609,Audi,A5,NULL,SE,2.0TD,B8,01/04/2011,31/08/2011,Hatchback,0,Manual,Diesel,Turbocharged,1968,168,4X4,6,5,Car
A71612,Audi,A6 Saloon,NULL,quattro SE,3,C7,01/04/2011,03/05/2012,Saloon,0,Semi-Automatic,Petrol,Turbocharged,2995,296,4X4,7,4,Car
A71619,Audi,A6 Saloon,NULL,SE,3.0TD,C7,01/04/2011,31/10/2013,Saloon,0,CVT,Diesel,Turbocharged,2967,215,FWD,8,4,Car
A71626,Audi,A8,NULL,quattro SE Executive,4.2,D4,01/04/2011,13/09/2012,Saloon,0,Automatic,Petrol,Naturally Aspirated,4163,367,4X4,8,4,Car
A71629,Audi,Q5,NULL,NULL,2.0TD,B8,01/04/2011,03/05/2012,Estate,0,Semi-Automatic,Diesel,Turbocharged,1968,168,4X4,7,5,Car
A71633,Audi,Q5,NULL,S Line Special Edition,2.0TD,B8,01/04/2011,03/05/2012,Estate,0,Semi-Automatic,Diesel,Turbocharged,1968,168,4X4,7,5,Car
A71650,Audi,TT Roadster,NULL,RS,2.5,8J,01/04/2011,30/09/2013,Convertible,0,Semi-Automatic,Petrol,Turbocharged,2480,335,4X4,7,2,Car
A71651,Audi,TT Roadster,NULL,S Line,2,8J,01/04/2011,20/07/2011,Convertible,0,Manual,Petrol,Turbocharged,1984,208,FWD,6,2,Car
A71656,Audi,TT Roadster,NULL,Sport,2.0TD,8J,01/04/2011,30/09/2013,Convertible,0,Manual,Diesel,Turbocharged,1968,168,4X4,6,2,Car
A71658,Audi,TTS,NULL,Black Edition,2,AF,01/04/2011,31/03/2012,Coupe,0,Semi-Automatic,Petrol,Turbocharged,1984,268,4X4,6,3,Car
A71566,Audi,A3,NULL,NULL,2.0TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1968,138,FWD,6,5,Car
A71577,Audi,A3,NULL,quattro Sport,2,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1984,197,4X4,6,5,Car
A71596,Audi,A3,NULL,Sport,2.0TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1968,168,FWD,6,5,Car
A71597,Audi,A3,NULL,Technik,1.6,8P,01/04/2011,13/09/2012,Hatchback,1,Manual,Petrol,Naturally Aspirated,1595,101,FWD,5,5,Car
A71614,Audi,A6 Saloon,NULL,S Line,2.0TD,C7,01/04/2011,31/10/2013,Saloon,0,CVT,Diesel,Turbocharged,1968,175,FWD,8,4,Car
A71634,Audi,Q5,NULL,SE,2,B8,01/04/2011,03/05/2012,Estate,0,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A71638,Audi,Q7,NULL,quattro S Line Plus,3.0TD,7L,01/04/2011,30/04/2013,Estate,1,Automatic,Diesel,Turbocharged,2967,268,4X4,8,5,Car
A71648,Audi,TT Coupe,NULL,RS,2.5,A5,01/04/2011,30/09/2013,Coupe,0,Semi-Automatic,Petrol,Turbocharged,2480,335,4X4,7,3,Car
A71649,Audi,TT Roadster,NULL,RS,2.5,8J,01/04/2011,30/04/2013,Convertible,0,Manual,Petrol,Turbocharged,2480,335,4X4,6,2,Car
A71565,Audi,A3,NULL,NULL,2.0TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1968,138,FWD,6,3,Car
A71569,Audi,A3,NULL,Black Edition,2,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1984,197,FWD,6,3,Car
A71579,Audi,A3,NULL,S Line,1.6TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1598,104,FWD,7,5,Car
A71581,Audi,A3,NULL,S Line,2,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1984,197,FWD,6,5,Car
A71584,Audi,A3,NULL,SE,1.4,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1390,123,FWD,7,5,Car
A71590,Audi,A3,NULL,Sport,1.4,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1390,123,FWD,7,5,Car
A71593,Audi,A3,NULL,Sport,2,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Petrol,Turbocharged,1984,197,FWD,6,5,Car
A71595,Audi,A3,NULL,Sport,2.0TD,8P,01/04/2011,13/09/2012,Hatchback,1,Semi-Automatic,Diesel,Turbocharged,1968,138,FWD,6,5,Car
A71601,Audi,A4 Avant,NULL,quattro SE,2.0TD,B8,01/04/2011,31/03/2012,Estate,0,Manual,Diesel,Turbocharged,1968,168,4X4,6,5,Car
A71606,Audi,A5,NULL,S Line,2,B8,01/04/2011,31/08/2011,Hatchback,0,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A71616,Audi,A6 Saloon,NULL,S Line,3.0TD,C7,01/04/2011,31/10/2013,Saloon,0,CVT,Diesel,Turbocharged,2967,215,FWD,8,4,Car
A71617,Audi,A6 Saloon,NULL,SE,2.0TD,C7,01/04/2011,31/10/2013,Saloon,0,Manual,Diesel,Turbocharged,1968,175,FWD,6,4,Car
A71620,Audi,A8,NULL,quattro SE,3,D4,01/04/2011,13/09/2012,Saloon,0,Automatic,Petrol,Naturally Aspirated,2995,286,4X4,8,4,Car
A71624,Audi,A8,NULL,quattro SE Executive,3,D4,01/04/2011,13/09/2012,Saloon,0,Automatic,Petrol,Naturally Aspirated,2995,286,4X4,8,4,Car
A71655,Audi,TT Roadster,NULL,Sport,2,8J,01/04/2011,30/09/2013,Convertible,0,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,6,2,Car
A71657,Audi,TT Roadster,NULL,Sport,2.0TD,8J,01/04/2011,30/09/2013,Convertible,0,Semi-Automatic,Diesel,Turbocharged,1968,168,4X4,6,2,Car
A72257,Audi,Q3,NULL,S Line,2.0TD,MK1,13/04/2011,31/12/2013,Estate,0,Semi-Automatic,Diesel,Turbocharged,1968,175,4X4,7,5,Car
A72258,Audi,Q3,NULL,SE,2,MK1,13/04/2011,31/12/2013,Estate,0,Manual,Petrol,Turbocharged,1984,168,4X4,6,5,Car
A72260,Audi,Q3,NULL,SE,2.0TD,MK1,13/04/2011,31/12/2013,Estate,0,Manual,Diesel,Turbocharged,1968,138,FWD,6,5,Car
A72254,Audi,Q3,NULL,S Line,2,MK1,13/04/2011,31/12/2013,Estate,0,Manual,Petrol,Turbocharged,1984,168,4X4,6,5,Car
A72256,Audi,Q3,NULL,S Line,2.0TD,MK1,13/04/2011,31/12/2013,Estate,0,Manual,Diesel,Turbocharged,1968,138,FWD,6,5,Car
A72261,Audi,Q3,NULL,SE,2.0TD,MK1,13/04/2011,31/12/2013,Estate,0,Semi-Automatic,Diesel,Turbocharged,1968,175,4X4,7,5,Car
A72255,Audi,Q3,NULL,S Line,2,MK1,13/04/2011,31/12/2013,Estate,0,Semi-Automatic,Petrol,Turbocharged,1984,209,4X4,7,5,Car
A72259,Audi,Q3,NULL,SE,2,MK1,13/04/2011,31/12/2013,Estate,0,Semi-Automatic,Petrol,Turbocharged,1984,209,4X4,7,5,Car
A72611,Audi,A1,NULL,Competition Line,1.4,MK1,23/05/2011,13/09/2012,Hatchback,0,Semi-Automatic,Petrol,Turbocharged,1390,120,FWD,7,3,Car
A72610,Audi,A1,NULL,Competition Line,1.4,MK1,23/05/2011,13/09/2012,Hatchback,0,Manual,Petrol,Turbocharged,1390,120,FWD,6,3,Car
A72612,Audi,A1,NULL,Competition Line,1.6TD,MK1,23/05/2011,13/09/2012,Hatchback,0,Manual,Diesel,Turbocharged,1598,104,FWD,5,3,Car
A72633,Audi,A5,NULL,NULL,2.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Diesel,Turbocharged,1968,141,FWD,6,5,Car
A72643,Audi,A5,NULL,S Line,2,B8,01/06/2011,31/03/2012,Hatchback,0,CVT,Petrol,Turbocharged,1984,208,FWD,8,5,Car
A72656,Audi,A5,NULL,SE,2.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Diesel,Turbocharged,1968,168,4X4,6,5,Car
A72635,Audi,A5,NULL,NULL,2.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Diesel,Turbocharged,1968,168,FWD,6,5,Car
A72645,Audi,A5,NULL,S Line,2,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Petrol,Turbocharged,1984,208,FWD,6,5,Car
A72652,Audi,A5,NULL,SE,2,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Petrol,Turbocharged,1984,208,4X4,6,5,Car
A72657,Audi,A5,NULL,SE,2.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Diesel,Turbocharged,1968,168,FWD,6,5,Car
A72664,Audi,A6 Avant,NULL,SE,2.0TD,C7,01/06/2011,31/10/2013,Estate,0,CVT,Diesel,Turbocharged,1968,175,FWD,8,5,Car
A72666,Audi,A6 Avant,NULL,SE,3,C7,01/06/2011,03/05/2012,Estate,0,Semi-Automatic,Petrol,Turbocharged,2995,296,4X4,7,5,Car
A72631,Audi,A5,NULL,NULL,2,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Petrol,Turbocharged,1984,208,4X4,6,5,Car
A72639,Audi,A5,NULL,quattro S Line,3.2,B8,01/06/2011,31/03/2012,Hatchback,0,Semi-Automatic,Petrol,Naturally Aspirated,3197,261,4X4,7,5,Car
A72642,Audi,A5,NULL,quattro SE,3.2,B8,01/06/2011,31/03/2012,Hatchback,0,Semi-Automatic,Petrol,Naturally Aspirated,3197,261,4X4,7,5,Car
A72649,Audi,A5,NULL,S Line,2.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Diesel,Turbocharged,1968,168,4X4,6,5,Car
A72650,Audi,A5,NULL,S Line,2.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Diesel,Turbocharged,1968,168,FWD,6,5,Car
A72660,Audi,A6 Avant,NULL,S Line,2.0TD,C7,01/06/2011,31/10/2013,Estate,0,Manual,Diesel,Turbocharged,1968,175,FWD,6,5,Car
A72665,Audi,A6 Avant,NULL,SE,2.0TD,C7,01/06/2011,31/10/2013,Estate,0,Manual,Diesel,Turbocharged,1968,175,FWD,6,5,Car
A72636,Audi,A5,NULL,NULL,2.0TD,B8,01/06/2011,13/09/2012,Hatchback,1,CVT,Diesel,Turbocharged,1968,141,FWD,8,5,Car
A72640,Audi,A5,NULL,quattro SE,3.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Diesel,Turbocharged,2967,242,4X4,6,5,Car
A72654,Audi,A5,NULL,SE,2.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,CVT,Diesel,Turbocharged,1968,141,FWD,8,5,Car
A72655,Audi,A5,NULL,SE,2.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Diesel,Turbocharged,1968,141,FWD,6,5,Car
A72634,Audi,A5,NULL,NULL,2.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Diesel,Turbocharged,1968,168,4X4,6,5,Car
A72648,Audi,A5,NULL,S Line,2.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Diesel,Turbocharged,1968,141,FWD,6,5,Car
A72661,Audi,A6 Avant,NULL,S Line,3,C7,01/06/2011,03/05/2012,Estate,0,Semi-Automatic,Petrol,Turbocharged,2995,296,4X4,7,5,Car
A72662,Audi,A6 Avant,NULL,S Line,3.0TD,C7,01/06/2011,31/10/2013,Estate,0,CVT,Diesel,Turbocharged,2967,215,FWD,8,5,Car
A72641,Audi,A5,NULL,quattro SE,3.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,Semi-Automatic,Diesel,Turbocharged,2967,242,4X4,7,5,Car
A72644,Audi,A5,NULL,S Line,2,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Petrol,Turbocharged,1984,208,4X4,6,5,Car
A72647,Audi,A5,NULL,S Line,2.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,CVT,Diesel,Turbocharged,1968,141,FWD,8,5,Car
A72651,Audi,A5,NULL,S Line,2.7TD,B8,01/06/2011,31/03/2012,Hatchback,0,CVT,Diesel,Turbocharged,2698,187,FWD,8,5,Car
A72667,Audi,A6 Avant,NULL,SE,3.0TD,C7,01/06/2011,31/10/2013,Estate,0,CVT,Diesel,Turbocharged,2967,215,FWD,8,5,Car
A72668,Audi,A6 Avant,NULL,SE,3.0TD,C7,01/06/2011,31/10/2013,Estate,0,Semi-Automatic,Diesel,Turbocharged,2967,242,4X4,7,5,Car
A72638,Audi,A5,NULL,quattro S Line,3.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,Semi-Automatic,Diesel,Turbocharged,2967,242,4X4,7,5,Car
A72646,Audi,A5,NULL,S Line,2,B8,01/06/2011,31/03/2012,Hatchback,0,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A72653,Audi,A5,NULL,SE,2,B8,01/06/2011,31/03/2012,Hatchback,0,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A72659,Audi,A6 Avant,NULL,S Line,2.0TD,C7,01/06/2011,31/10/2013,Estate,0,CVT,Diesel,Turbocharged,1968,175,FWD,8,5,Car
A72663,Audi,A6 Avant,NULL,S Line,3.0TD,C7,01/06/2011,31/10/2013,Estate,0,Semi-Automatic,Diesel,Turbocharged,2967,242,4X4,7,5,Car
A72632,Audi,A5,NULL,NULL,2,B8,01/06/2011,31/03/2012,Hatchback,0,Semi-Automatic,Petrol,Turbocharged,1984,208,4X4,7,5,Car
A72637,Audi,A5,NULL,quattro S Line,3.0TD,B8,01/06/2011,31/03/2012,Hatchback,0,Manual,Diesel,Turbocharged,2967,242,4X4,6,5,Car
A72658,Audi,A5,NULL,SE,2.7TD,B8,01/06/2011,31/03/2012,Hatchback,0,CVT,Diesel,Turbocharged,2698,187,FWD,8,5,Car
A73780,Audi,R8,NULL,quattro Limited Edition,4.2 FSI,MK1,21/07/2011,12/08/2012,Coupe,0,Manual,Petrol,Turbocharged,4163,424,4X4,6,2,Car
A73781,Audi,R8,NULL,quattro Limited Edition,4.2 FSI,MK1,21/07/2011,12/08/2012,Coupe,0,Semi-Automatic,Petrol,Turbocharged,4163,424,4X4,6,2,Car
A73778,Audi,R8,NULL,quattro,5.2,MK1,21/07/2011,12/08/2012,Coupe,0,Semi-Automatic,Petrol,Turbocharged,5204,552,4X4,6,2,Car
A73779,Audi,R8,NULL,quattro GT,5.2,MK1,21/07/2011,12/08/2012,Convertible,0,Semi-Automatic,Petrol,Turbocharged,5204,552,4X4,6,2,Car
A74476,Audi,A5,NULL,NULL,2,B8,01/09/2011,03/05/2012,Hatchback,1,Manual,Petrol,Turbocharged,1984,208,4X4,6,5,Car
A74484,Audi,A5,NULL,NULL,2.0TD,B8,01/09/2011,03/05/2012,Hatchback,1,Manual,Diesel,Turbocharged,1968,175,4X4,6,5,Car
A74490,Audi,A5,NULL,NULL,2.0TD,B8,01/09/2011,30/04/2014,Hatchback,1,Manual,Diesel,Turbocharged,1968,134,FWD,6,5,Car
A74494,Audi,A5,NULL,Black Edition,2,B8,01/09/2011,31/03/2012,Coupe,1,Manual,Petrol,Turbocharged,1984,208,FWD,6,2,Car
A74499,Audi,A5,NULL,Black Edition,2.0TD,B8,01/09/2011,13/09/2012,Coupe,1,Manual,Diesel,Turbocharged,1968,175,FWD,6,2,Car
