Uvid,Manufacturer,Range,SubRange,Trim,Derivative,Series,RangeStartDate,RangeEndDate,BodyStyle,IsFacelift,Transmission,FuelType,Aspiration,EngineCapacity,PowerBhp,DriveType,GearCount,DoorCount,VehicleClass
A28673,Audi,A4 Avant,NULL,quattro SE,3,B6,01/07/2001,31/12/2003,Estate,0,Manual,Petrol,Naturally Aspirated,2976,220,4X4,6,5,Car
A28690,Audi,A4 Avant,NULL,T,1.8,B6,01/07/2001,01/01/2002,Estate,0,CVT,Petrol,Turbocharged,1781,150,FWD,7,5,Car
A28695,Audi,A4 Avant,NULL,T SE,1.6,B6,01/07/2001,30/09/2004,Estate,0,Manual,Petrol,Naturally Aspirated,1595,101,FWD,5,5,Car
A28699,Audi,A4 Avant,NULL,T SE,1.9TD,B6,01/07/2001,01/01/2003,Estate,0,Manual,Diesel,Turbocharged,1896,130,FWD,5,5,Car
A28700,Audi,A4 Avant,NULL,T SE,2,B6,01/07/2001,30/09/2004,Estate,0,CVT,Petrol,Naturally Aspirated,1984,130,FWD,7,5,Car
A28703,Audi,A4 Avant,NULL,T SE,2.4,B6,01/07/2001,31/03/2004,Estate,0,CVT,Petrol,Naturally Aspirated,2393,170,FWD,6,5,Car
A28645,Audi,A3,NULL,SE,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Automatic,Diesel,Turbocharged,1896,100,FWD,5,3,Car
A28650,Audi,A3,NULL,SE,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,130,FWD,6,5,Car
A28655,Audi,A3,NULL,Sport,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,130,FWD,6,3,Car
A28656,Audi,A3,NULL,Sport,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,130,FWD,6,5,Car
A28665,Audi,A4 Avant,NULL,NULL,2.5TD,B6,01/07/2001,01/01/2002,Estate,0,CVT,Diesel,Turbocharged,2496,155,FWD,6,5,Car
A28670,Audi,A4 Avant,NULL,quattro,3,B6,01/07/2001,30/09/2004,Estate,0,Automatic,Petrol,Naturally Aspirated,2976,220,4X4,5,5,Car
A28693,Audi,A4 Avant,NULL,T quattro SE,1.8,B6,01/07/2001,01/01/2002,Estate,0,Manual,Petrol,Turbocharged,1781,150,4X4,5,5,Car
A28642,Audi,A3,NULL,NULL,1.9TD,8L,01/07/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,100,FWD,5,5,Car
A28664,Audi,A4 Avant,NULL,NULL,2.4,B6,01/07/2001,31/03/2004,Estate,0,CVT,Petrol,Naturally Aspirated,2393,170,FWD,6,5,Car
A28667,Audi,A4 Avant,NULL,quattro,2.5TD,B6,01/07/2001,01/01/2003,Estate,0,Manual,Diesel,Turbocharged,2496,180,4X4,6,5,Car
A28669,Audi,A4 Avant,NULL,quattro,3,B6,01/07/2001,31/12/2003,Estate,0,Manual,Petrol,Naturally Aspirated,2976,220,4X4,6,5,Car
A28681,Audi,A4 Avant,NULL,Sport,1.9TD,B6,01/07/2001,01/01/2002,Estate,0,CVT,Diesel,Turbocharged,1896,130,FWD,7,5,Car
A28683,Audi,A4 Avant,NULL,Sport,1.9TD,B6,01/07/2001,31/05/2004,Estate,0,Manual,Diesel,Turbocharged,1896,100,FWD,5,5,Car
A28694,Audi,A4 Avant,NULL,T quattro Sport,1.8,B6,01/07/2001,01/01/2002,Estate,0,Manual,Petrol,Turbocharged,1781,150,4X4,5,5,Car
A28705,Audi,A4 Avant,NULL,T SE,2.5TD,B6,01/07/2001,01/01/2002,Estate,0,Manual,Diesel,Turbocharged,2496,155,FWD,6,5,Car
A28787,Audi,TT Coupe,NULL,S Line,1.8,A4,17/07/2001,01/01/2002,Coupe,0,Manual,Petrol,Turbocharged,1781,225,4X4,6,3,Car
A28799,Audi,A6 Avant,NULL,quattro SE,2.4,C5,01/08/2001,01/01/2003,Estate,1,Manual,Petrol,Naturally Aspirated,2393,170,4X4,5,5,Car
A28806,Audi,A6 Avant,NULL,quattro Sport,2.4,C5,01/08/2001,01/01/2003,Estate,1,Manual,Petrol,Naturally Aspirated,2393,170,4X4,5,5,Car
A28808,Audi,A6 Avant,NULL,quattro Sport,3,C5,01/08/2001,12/01/2005,Estate,1,Automatic,Petrol,Naturally Aspirated,2976,220,4X4,5,5,Car
A28813,Audi,A6 Avant,NULL,SE,2,C5,01/08/2001,12/01/2005,Estate,1,Manual,Petrol,Naturally Aspirated,1984,130,FWD,5,5,Car
A28816,Audi,A6 Avant,NULL,SE,2.5TD,C5,01/08/2001,01/01/2002,Estate,1,CVT,Diesel,Turbocharged,2496,155,FWD,6,5,Car
A28834,Audi,A6 Saloon,NULL,NULL,2,C5,01/08/2001,31/05/2004,Saloon,1,CVT,Petrol,Naturally Aspirated,1984,130,FWD,6,4,Car
A28862,Audi,A6 Saloon,NULL,Sport,1.8,C5,01/08/2001,31/05/2004,Saloon,1,CVT,Petrol,Turbocharged,1781,150,FWD,6,4,Car
A28792,Audi,A6 Avant,NULL,NULL,2.4,C5,01/08/2001,01/01/2003,Estate,1,CVT,Petrol,Naturally Aspirated,2393,170,FWD,6,5,Car
A28794,Audi,A6 Avant,NULL,NULL,2.5TD,C5,01/08/2001,01/01/2002,Estate,1,CVT,Diesel,Turbocharged,2496,155,FWD,6,5,Car
A28809,Audi,A6 Avant,NULL,quattro Sport,3,C5,01/08/2001,12/01/2005,Estate,1,Manual,Petrol,Naturally Aspirated,2976,220,4X4,6,5,Car
A28815,Audi,A6 Avant,NULL,SE,2.4,C5,01/08/2001,12/01/2005,Estate,1,Manual,Petrol,Naturally Aspirated,2393,170,FWD,5,5,Car
A28818,Audi,A6 Avant,NULL,Sport,1.8,C5,01/08/2001,12/01/2005,Estate,1,CVT,Petrol,Turbocharged,1781,150,FWD,6,5,Car
A28825,Audi,A6 Avant,NULL,Sport,2.5TD,C5,01/08/2001,01/01/2002,Estate,1,Manual,Diesel,Turbocharged,2496,155,FWD,6,5,Car
A28830,Audi,A6 Avant,NULL,T SE,1.8,C5,01/08/2001,12/01/2005,Estate,1,CVT,Petrol,Turbocharged,1781,150,FWD,6,5,Car
A28833,Audi,A6 Saloon,NULL,NULL,1.9TD,C5,01/08/2001,31/05/2004,Saloon,1,Manual,Diesel,Turbocharged,1896,130,FWD,6,4,Car
A28839,Audi,A6 Saloon,NULL,NULL,2.5TD,C5,01/08/2001,01/01/2002,Saloon,1,Manual,Diesel,Turbocharged,2496,155,FWD,6,4,Car
A28841,Audi,A6 Saloon,NULL,quattro,2.4,C5,01/08/2001,01/01/2003,Saloon,1,Manual,Petrol,Naturally Aspirated,2393,170,4X4,5,4,Car
A28843,Audi,A6 Saloon,NULL,quattro SE,2.4,C5,01/08/2001,01/01/2003,Saloon,1,Manual,Petrol,Naturally Aspirated,2393,170,4X4,5,4,Car
A28858,Audi,A6 Saloon,NULL,SE,2.4,C5,01/08/2001,01/05/2004,Saloon,1,Manual,Petrol,Naturally Aspirated,2393,170,FWD,5,4,Car
A28861,Audi,A6 Saloon,NULL,SE,2.5TD,C5,01/08/2001,01/01/2002,Saloon,1,Manual,Diesel,Turbocharged,2496,155,FWD,6,4,Car
A28868,Audi,A6 Saloon,NULL,Sport,2.4,C5,01/08/2001,31/05/2004,Saloon,1,Manual,Petrol,Naturally Aspirated,2393,170,FWD,5,4,Car
A28790,Audi,A6 Avant,NULL,NULL,2,C5,01/08/2001,12/01/2005,Estate,1,CVT,Petrol,Naturally Aspirated,1984,130,FWD,6,5,Car
A28793,Audi,A6 Avant,NULL,NULL,2.4,C5,01/08/2001,01/01/2003,Estate,1,Manual,Petrol,Naturally Aspirated,2393,170,FWD,5,5,Car
A28795,Audi,A6 Avant,NULL,NULL,2.5TD,C5,01/08/2001,01/01/2002,Estate,1,Manual,Diesel,Turbocharged,2496,155,FWD,6,5,Car
A28819,Audi,A6 Avant,NULL,Sport,1.9TD,C5,01/08/2001,12/01/2005,Estate,1,Manual,Diesel,Turbocharged,1896,130,FWD,5,5,Car
A28837,Audi,A6 Saloon,NULL,NULL,2.4,C5,01/08/2001,01/01/2003,Saloon,1,Manual,Petrol,Naturally Aspirated,2393,170,FWD,5,4,Car
A28849,Audi,A6 Saloon,NULL,quattro Sport,2.4,C5,01/08/2001,01/01/2003,Saloon,1,Automatic,Petrol,Naturally Aspirated,2393,170,4X4,5,4,Car
A28850,Audi,A6 Saloon,NULL,quattro Sport,2.4,C5,01/08/2001,01/01/2003,Saloon,1,Manual,Petrol,Naturally Aspirated,2393,170,4X4,5,4,Car
A28856,Audi,A6 Saloon,NULL,SE,2,C5,01/08/2001,31/05/2004,Saloon,1,CVT,Petrol,Naturally Aspirated,1984,130,FWD,6,4,Car
A28873,Audi,A6 Saloon,NULL,T quattro Sport,1.8,C5,01/08/2001,01/01/2003,Saloon,1,Manual,Petrol,Turbocharged,1781,150,4X4,5,4,Car
A28789,Audi,A6 Avant,NULL,NULL,1.9TD,C5,01/08/2001,12/01/2005,Estate,1,Manual,Diesel,Turbocharged,1896,130,FWD,6,5,Car
A28805,Audi,A6 Avant,NULL,quattro Sport,2.4,C5,01/08/2001,01/01/2003,Estate,1,Automatic,Petrol,Naturally Aspirated,2393,170,4X4,5,5,Car
A28814,Audi,A6 Avant,NULL,SE,2.4,C5,01/08/2001,12/01/2005,Estate,1,CVT,Petrol,Naturally Aspirated,2393,170,FWD,6,5,Car
A28823,Audi,A6 Avant,NULL,Sport,2.4,C5,01/08/2001,12/01/2005,Estate,1,Manual,Petrol,Naturally Aspirated,2393,170,FWD,5,5,Car
A28836,Audi,A6 Saloon,NULL,NULL,2.4,C5,01/08/2001,01/01/2003,Saloon,1,CVT,Petrol,Naturally Aspirated,2393,170,FWD,6,4,Car
A28846,Audi,A6 Saloon,NULL,quattro SE,3,C5,01/08/2001,31/05/2004,Saloon,1,Automatic,Petrol,Naturally Aspirated,2976,220,4X4,5,4,Car
A28853,Audi,A6 Saloon,NULL,quattro Sport,3,C5,01/08/2001,31/05/2004,Saloon,1,Manual,Petrol,Naturally Aspirated,2976,220,4X4,6,4,Car
A28865,Audi,A6 Saloon,NULL,Sport,2,C5,01/08/2001,31/05/2004,Saloon,1,CVT,Petrol,Naturally Aspirated,1984,130,FWD,6,4,Car
A28791,Audi,A6 Avant,NULL,NULL,2,C5,01/08/2001,12/01/2005,Estate,1,Manual,Petrol,Naturally Aspirated,1984,130,FWD,5,5,Car
A28797,Audi,A6 Avant,NULL,quattro,2.4,C5,01/08/2001,01/01/2003,Estate,1,Manual,Petrol,Naturally Aspirated,2393,170,4X4,5,5,Car
A28798,Audi,A6 Avant,NULL,quattro SE,2.4,C5,01/08/2001,01/01/2003,Estate,1,Automatic,Petrol,Naturally Aspirated,2393,170,4X4,5,5,Car
A28807,Audi,A6 Avant,NULL,quattro Sport,2.7,C5,01/08/2001,01/01/2003,Estate,1,Automatic,Petrol,Turbocharged,2671,250,4X4,5,5,Car
A28812,Audi,A6 Avant,NULL,SE,2,C5,01/08/2001,12/01/2005,Estate,1,CVT,Petrol,Naturally Aspirated,1984,130,FWD,6,5,Car
A28821,Audi,A6 Avant,NULL,Sport,2,C5,01/08/2001,12/01/2005,Estate,1,Manual,Petrol,Naturally Aspirated,1984,130,FWD,5,5,Car
A28831,Audi,A6 Avant,NULL,T Sport,1.8,C5,01/08/2001,12/01/2005,Estate,1,Manual,Petrol,Turbocharged,1781,150,FWD,5,5,Car
A28835,Audi,A6 Saloon,NULL,NULL,2,C5,01/08/2001,31/05/2004,Saloon,1,Manual,Petrol,Naturally Aspirated,1984,130,FWD,5,4,Car
A28840,Audi,A6 Saloon,NULL,quattro,2.4,C5,01/08/2001,01/01/2003,Saloon,1,Automatic,Petrol,Naturally Aspirated,2393,170,4X4,5,4,Car
A28844,Audi,A6 Saloon,NULL,quattro SE,2.5TD,C5,01/08/2001,01/01/2003,Saloon,1,Manual,Diesel,Turbocharged,2496,180,4X4,6,4,Car
A28851,Audi,A6 Saloon,NULL,quattro Sport,2.7,C5,01/08/2001,01/01/2003,Saloon,1,Automatic,Petrol,Turbocharged,2671,250,4X4,5,4,Car
A28852,Audi,A6 Saloon,NULL,quattro Sport,3,C5,01/08/2001,01/05/2004,Saloon,1,Automatic,Petrol,Naturally Aspirated,2976,220,4X4,5,4,Car
A28854,Audi,A6 Saloon,NULL,SE,1.9TD,C5,01/08/2001,31/05/2004,Saloon,1,Manual,Diesel,Turbocharged,1896,130,FWD,5,4,Car
A28860,Audi,A6 Saloon,NULL,SE,2.5TD,C5,01/08/2001,01/01/2002,Saloon,1,CVT,Diesel,Turbocharged,2496,155,FWD,6,4,Car
A28866,Audi,A6 Saloon,NULL,Sport,2,C5,01/08/2001,31/05/2004,Saloon,1,Manual,Petrol,Naturally Aspirated,1984,130,FWD,5,4,Car
A28867,Audi,A6 Saloon,NULL,Sport,2.4,C5,01/08/2001,31/05/2004,Saloon,1,CVT,Petrol,Naturally Aspirated,2393,170,FWD,6,4,Car
A28871,Audi,A6 Saloon,NULL,T,1.8,C5,01/08/2001,31/05/2004,Saloon,1,CVT,Petrol,Turbocharged,1781,150,FWD,6,4,Car
A28801,Audi,A6 Avant,NULL,quattro SE,2.7,C5,01/08/2001,01/01/2003,Estate,1,Automatic,Petrol,Turbocharged,2671,250,4X4,5,5,Car
A28811,Audi,A6 Avant,NULL,SE,1.9TD,C5,01/08/2001,12/01/2005,Estate,1,Manual,Diesel,Turbocharged,1896,130,FWD,6,5,Car
A28820,Audi,A6 Avant,NULL,Sport,2,C5,01/08/2001,12/01/2005,Estate,1,CVT,Petrol,Naturally Aspirated,1984,130,FWD,6,5,Car
A28829,Audi,A6 Avant,NULL,T quattro Sport,2.7,C5,01/08/2001,01/01/2003,Estate,1,Manual,Petrol,Turbocharged,2671,250,4X4,6,5,Car
A28838,Audi,A6 Saloon,NULL,NULL,2.5TD,C5,01/08/2001,01/01/2002,Saloon,1,CVT,Diesel,Turbocharged,2496,155,FWD,6,4,Car
A28845,Audi,A6 Saloon,NULL,quattro SE,2.7,C5,01/08/2001,01/01/2003,Saloon,1,Automatic,Petrol,Turbocharged,2671,250,4X4,5,4,Car
A28847,Audi,A6 Saloon,NULL,quattro SE,3,C5,01/08/2001,31/05/2004,Saloon,1,Manual,Petrol,Naturally Aspirated,2976,220,4X4,6,4,Car
A28848,Audi,A6 Saloon,NULL,quattro SE,4.2,C5,01/08/2001,01/01/2003,Saloon,1,Automatic,Petrol,Naturally Aspirated,4172,300,4X4,5,4,Car
A28869,Audi,A6 Saloon,NULL,Sport,2.5TD,C5,01/08/2001,01/01/2002,Saloon,1,CVT,Diesel,Turbocharged,2496,155,FWD,6,4,Car
A28874,Audi,A6 Saloon,NULL,T quattro Sport,2.7,C5,01/08/2001,01/01/2003,Saloon,1,Manual,Petrol,Turbocharged,2671,250,4X4,6,4,Car
A28875,Audi,A6 Saloon,NULL,T SE,1.8,C5,01/08/2001,31/05/2004,Saloon,1,CVT,Petrol,Turbocharged,1781,150,FWD,6,4,Car
A28788,Audi,A6 Avant,NULL,NULL,1.9TD,C5,01/08/2001,12/01/2005,Estate,1,Manual,Diesel,Turbocharged,1896,130,FWD,5,5,Car
A28796,Audi,A6 Avant,NULL,quattro,2.4,C5,01/08/2001,01/01/2003,Estate,1,Automatic,Petrol,Naturally Aspirated,2393,170,4X4,5,5,Car
A28800,Audi,A6 Avant,NULL,quattro SE,2.5TD,C5,01/08/2001,01/01/2003,Estate,1,Manual,Diesel,Turbocharged,2496,180,4X4,6,5,Car
A28803,Audi,A6 Avant,NULL,quattro SE,3,C5,01/08/2001,12/01/2005,Estate,1,Manual,Petrol,Naturally Aspirated,2976,220,4X4,6,5,Car
A28817,Audi,A6 Avant,NULL,SE,2.5TD,C5,01/08/2001,01/01/2002,Estate,1,Manual,Diesel,Turbocharged,2496,155,FWD,6,5,Car
A28826,Audi,A6 Avant,NULL,T,1.8,C5,01/08/2001,12/01/2005,Estate,1,CVT,Petrol,Turbocharged,1781,150,FWD,6,5,Car
A28827,Audi,A6 Avant,NULL,T quattro SE,2.7,C5,01/08/2001,01/01/2003,Estate,1,Manual,Petrol,Turbocharged,2671,250,4X4,6,5,Car
A28828,Audi,A6 Avant,NULL,T quattro Sport,1.8,C5,01/08/2001,01/01/2003,Estate,1,Manual,Petrol,Turbocharged,1781,150,4X4,5,5,Car
A28855,Audi,A6 Saloon,NULL,SE,1.9TD,C5,01/08/2001,31/05/2004,Saloon,1,Manual,Diesel,Turbocharged,1896,130,FWD,6,4,Car
A28859,Audi,A6 Saloon,NULL,SE,2.4,C5,01/08/2001,31/05/2004,Saloon,1,CVT,Petrol,Naturally Aspirated,2393,170,FWD,6,4,Car
A28863,Audi,A6 Saloon,NULL,Sport,1.9TD,C5,01/08/2001,31/05/2004,Saloon,1,Manual,Diesel,Turbocharged,1896,130,FWD,5,4,Car
A28864,Audi,A6 Saloon,NULL,Sport,1.9TD,C5,01/08/2001,31/05/2004,Saloon,1,Manual,Diesel,Turbocharged,1896,130,FWD,6,4,Car
A28870,Audi,A6 Saloon,NULL,Sport,2.5TD,C5,01/08/2001,01/01/2002,Saloon,1,Manual,Diesel,Turbocharged,2496,155,FWD,6,4,Car
A28876,Audi,A6 Saloon,NULL,T Sport,1.8,C5,01/08/2001,31/05/2004,Saloon,1,Manual,Petrol,Turbocharged,1781,150,FWD,5,4,Car
A28802,Audi,A6 Avant,NULL,quattro SE,3,C5,01/08/2001,12/01/2005,Estate,1,Automatic,Petrol,Naturally Aspirated,2976,220,4X4,5,5,Car
A28804,Audi,A6 Avant,NULL,quattro SE,4.2,C5,01/08/2001,01/01/2003,Estate,1,Automatic,Petrol,Naturally Aspirated,4172,300,4X4,5,5,Car
A28810,Audi,A6 Avant,NULL,SE,1.9TD,C5,01/08/2001,12/01/2005,Estate,1,Manual,Diesel,Turbocharged,1896,130,FWD,5,5,Car
A28822,Audi,A6 Avant,NULL,Sport,2.4,C5,01/08/2001,12/01/2005,Estate,1,CVT,Petrol,Naturally Aspirated,2393,170,FWD,6,5,Car
A28824,Audi,A6 Avant,NULL,Sport,2.5TD,C5,01/08/2001,01/01/2002,Estate,1,CVT,Diesel,Turbocharged,2496,155,FWD,6,5,Car
A28832,Audi,A6 Saloon,NULL,NULL,1.9TD,C5,01/08/2001,31/05/2004,Saloon,1,Manual,Diesel,Turbocharged,1896,130,FWD,5,4,Car
A28842,Audi,A6 Saloon,NULL,quattro SE,2.4,C5,01/08/2001,01/01/2003,Saloon,1,Automatic,Petrol,Naturally Aspirated,2393,170,4X4,5,4,Car
A28857,Audi,A6 Saloon,NULL,SE,2,C5,01/08/2001,31/05/2004,Saloon,1,Manual,Petrol,Naturally Aspirated,1984,130,FWD,5,4,Car
A28872,Audi,A6 Saloon,NULL,T quattro SE,2.7,C5,01/08/2001,01/01/2003,Saloon,1,Manual,Petrol,Turbocharged,2671,250,4X4,6,4,Car
A29087,Audi,A6 Avant,NULL,Sport,1.9TD,C5,15/08/2001,12/01/2005,Estate,1,Manual,Diesel,Turbocharged,1896,130,FWD,6,5,Car
A29090,Audi,A4,NULL,NULL,2.5TD,B6,01/09/2001,30/09/2001,Saloon,0,CVT,Diesel,Turbocharged,2496,155,FWD,7,4,Car
A29094,Audi,A4,NULL,quattro Sport,2.5TD,B6,01/09/2001,30/09/2004,Saloon,0,Automatic,Diesel,Turbocharged,2496,180,4X4,5,4,Car
A29103,Audi,A4,NULL,T,1.8,B6,01/09/2001,01/01/2002,Saloon,0,CVT,Petrol,Turbocharged,1781,150,FWD,7,4,Car
A29104,Audi,A4,NULL,T SE,1.8,B6,01/09/2001,01/01/2002,Saloon,0,CVT,Petrol,Turbocharged,1781,150,FWD,7,4,Car
A29092,Audi,A4,NULL,quattro,2.5TD,B6,01/09/2001,30/09/2004,Saloon,0,Automatic,Diesel,Turbocharged,2496,180,4X4,5,4,Car
A29095,Audi,A4,NULL,SE,2.4,B6,01/09/2001,01/01/2003,Saloon,0,Manual,Petrol,Naturally Aspirated,2393,170,FWD,5,4,Car
A29096,Audi,A4,NULL,SE,2.4,B6,01/09/2001,30/09/2004,Saloon,0,CVT,Petrol,Naturally Aspirated,2393,170,FWD,7,4,Car
A29097,Audi,A4,NULL,SE,2.5TD,B6,01/09/2001,30/09/2001,Saloon,0,CVT,Diesel,Turbocharged,2496,155,FWD,7,4,Car
A29098,Audi,A4,NULL,SE,2.5TD,B6,01/09/2001,01/01/2002,Saloon,0,Manual,Diesel,Turbocharged,2496,155,FWD,6,4,Car
A29101,Audi,A4,NULL,Sport,2.5TD,B6,01/09/2001,30/09/2001,Saloon,0,CVT,Diesel,Turbocharged,2496,155,FWD,7,4,Car
A29091,Audi,A4,NULL,NULL,2.5TD,B6,01/09/2001,01/01/2002,Saloon,0,Manual,Diesel,Turbocharged,2496,155,FWD,6,4,Car
A29099,Audi,A4,NULL,Sport,2.4,B6,01/09/2001,01/01/2003,Saloon,0,Manual,Petrol,Naturally Aspirated,2393,170,FWD,5,4,Car
A29100,Audi,A4,NULL,Sport,2.4,B6,01/09/2001,30/09/2004,Saloon,0,CVT,Petrol,Naturally Aspirated,2393,170,FWD,7,4,Car
A29093,Audi,A4,NULL,quattro SE,2.5TD,B6,01/09/2001,30/09/2004,Saloon,0,Automatic,Diesel,Turbocharged,2496,180,4X4,5,4,Car
A29102,Audi,A4,NULL,Sport,2.5TD,B6,01/09/2001,01/01/2002,Saloon,0,Manual,Diesel,Turbocharged,2496,155,FWD,6,4,Car
A29105,Audi,A4,NULL,T Sport,1.8,B6,01/09/2001,01/01/2002,Saloon,0,CVT,Petrol,Turbocharged,1781,150,FWD,7,4,Car
A29089,Audi,A4,NULL,NULL,2.4,B6,01/09/2001,30/09/2004,Saloon,0,CVT,Petrol,Naturally Aspirated,2393,170,FWD,7,4,Car
A29088,Audi,A4,NULL,NULL,2.4,B6,01/09/2001,01/01/2003,Saloon,0,Manual,Petrol,Naturally Aspirated,2393,170,FWD,5,4,Car
A29257,Audi,A3,NULL,quattro Sport,1.9TD,8L,01/10/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,130,4X4,6,3,Car
A29263,Audi,A6 Avant,NULL,quattro Sport,2.5TD,C5,01/10/2001,12/01/2005,Estate,1,Automatic,Diesel,Turbocharged,2496,180,4X4,5,5,Car
A29260,Audi,A4,NULL,quattro SE,3,B6,01/10/2001,31/12/2003,Saloon,0,Manual,Petrol,Naturally Aspirated,2976,220,4X4,6,4,Car
A29259,Audi,A4,NULL,quattro,3,B6,01/10/2001,31/12/2003,Saloon,0,Manual,Petrol,Naturally Aspirated,2976,220,4X4,6,4,Car
A29265,Audi,A6 Saloon,NULL,quattro Sport,2.5TD,C5,01/10/2001,31/05/2004,Saloon,1,Automatic,Diesel,Turbocharged,2496,180,4X4,5,4,Car
A29258,Audi,A3,NULL,quattro Sport,1.9TD,8L,01/10/2001,01/01/2003,Hatchback,0,Manual,Diesel,Turbocharged,1896,130,4X4,6,5,Car
A29264,Audi,A6 Saloon,NULL,quattro SE,2.5TD,C5,01/10/2001,31/05/2004,Saloon,1,Automatic,Diesel,Turbocharged,2496,180,4X4,5,4,Car
A29266,Audi,S3,NULL,quattro,1.8,8L,01/10/2001,01/05/2003,Hatchback,0,Manual,Petrol,Turbocharged,1781,225,4X4,6,3,Car
A29261,Audi,A4,NULL,quattro Sport,3,B6,01/10/2001,31/12/2003,Saloon,0,Manual,Petrol,Naturally Aspirated,2976,220,4X4,6,4,Car
A29262,Audi,A6 Avant,NULL,quattro SE,2.5TD,C5,01/10/2001,12/01/2005,Estate,1,Automatic,Diesel,Turbocharged,2496,180,4X4,5,5,Car
A29636,Audi,A4 Cabriolet,NULL,NULL,2.4,B6,01/12/2001,31/10/2005,Cabriolet,0,CVT,Petrol,Naturally Aspirated,2393,168,FWD,6,2,Car
A29638,Audi,A4 Cabriolet,NULL,NULL,3,B6,01/12/2001,31/10/2005,Cabriolet,0,CVT,Petrol,Naturally Aspirated,2976,217,FWD,6,2,Car
A29641,Audi,A4 Cabriolet,NULL,Sport,3,B6,01/12/2001,01/01/2003,Cabriolet,0,Manual,Petrol,Naturally Aspirated,2976,217,FWD,5,2,Car
A29637,Audi,A4 Cabriolet,NULL,NULL,3,B6,01/12/2001,01/01/2003,Cabriolet,0,Manual,Petrol,Naturally Aspirated,2976,217,FWD,5,2,Car
A29642,Audi,A4 Cabriolet,NULL,Sport,3,B6,01/12/2001,31/10/2005,Cabriolet,0,CVT,Petrol,Naturally Aspirated,2976,217,FWD,6,2,Car
A29635,Audi,A4 Cabriolet,NULL,NULL,2.4,B6,01/12/2001,01/01/2003,Cabriolet,0,Manual,Petrol,Naturally Aspirated,2393,168,FWD,5,2,Car
A29639,Audi,A4 Cabriolet,NULL,Sport,2.4,B6,01/12/2001,01/01/2003,Cabriolet,0,Manual,Petrol,Naturally Aspirated,2393,168,FWD,5,2,Car
A29640,Audi,A4 Cabriolet,NULL,Sport,2.4,B6,01/12/2001,31/10/2005,Cabriolet,0,CVT,Petrol,Naturally Aspirated,2393,168,FWD,6,2,Car
A29835,Audi,A4,NULL,quattro,1.9TD,B6,01/01/2002,30/09/2004,Saloon,0,Manual,Diesel,Turbocharged,1896,130,4X4,6,4,Car
A29837,Audi,A4,NULL,quattro Sport,1.9TD,B6,01/01/2002,30/09/2004,Saloon,0,Manual,Diesel,Turbocharged,1896,130,4X4,6,4,Car
A29836,Audi,A4,NULL,quattro SE,1.9TD,B6,01/01/2002,30/09/2004,Saloon,0,Manual,Diesel,Turbocharged,1896,130,4X4,6,4,Car
A29840,Audi,A4 Avant,NULL,quattro Sport,1.9TD,B6,01/01/2002,30/09/2004,Estate,0,Manual,Diesel,Turbocharged,1896,130,4X4,6,5,Car
A29838,Audi,A4 Avant,NULL,quattro,1.9TD,B6,01/01/2002,30/09/2004,Estate,0,Manual,Diesel,Turbocharged,1896,130,4X4,6,5,Car
A29839,Audi,A4 Avant,NULL,quattro SE,1.9TD,B6,01/01/2002,30/09/2004,Estate,0,Manual,Diesel,Turbocharged,1896,130,4X4,6,5,Car
A30097,Audi,S8,NULL,quattro Special Edition,4.2,D2,01/02/2002,01/01/2003,Saloon,0,Automatic,Petrol,Naturally Aspirated,4172,360,4X4,5,4,Car
A30234,Audi,RS6 Avant,NULL,quattro,4.2,C5,01/03/2002,31/12/2004,Estate,0,Automatic,Petrol,Turbocharged,4172,450,4X4,5,5,Car
A30231,Audi,A3,NULL,T Sport,1.8,8L,01/03/2002,01/01/2003,Hatchback,0,Automatic,Petrol,Turbocharged,1781,150,FWD,5,3,Car
A30232,Audi,A3,NULL,T Sport,1.8,8L,01/03/2002,01/01/2003,Hatchback,0,Automatic,Petrol,Turbocharged,1781,150,FWD,5,5,Car
A30233,Audi,RS6,NULL,quattro,4.2,C5,01/03/2002,30/09/2006,Saloon,0,Automatic,Petrol,Turbocharged,4172,450,4X4,5,4,Car
A30470,Audi,A2,NULL,Sport,1.4,8Z,01/04/2002,31/12/2004,Hatchback,0,Manual,Petrol,Naturally Aspirated,1390,75,FWD,5,5,Car
A30471,Audi,A2,NULL,Sport,1.4TD,8Z,01/04/2002,31/03/2004,Hatchback,0,Manual,Diesel,Turbocharged,1422,75,FWD,5,5,Car
A30991,Audi,A4,NULL,NULL,2.5TD,B6,01/06/2002,01/01/2003,Saloon,0,CVT,Diesel,Turbocharged,2496,163,FWD,7,4,Car
A30995,Audi,A4,NULL,Sport,2.5TD,B6,01/06/2002,01/01/2003,Saloon,0,CVT,Diesel,Turbocharged,2496,163,FWD,7,4,Car
